epoch,timestamp,train_loss,train_accuracy,train_recall,train_f1,"train_matrix(tp, fn, fp, tn)",val_loss,val_accuracy,val_recall,val_f1,"val_matrix(tp, fn, fp, tn)",val2
1,2022-11-13 07:20:49.824,0.14302975,0.9482473544973545,0.9509116409537167,0.9558719864655293,3390-175-138-2345,0.531706,0.6964285714285714,0.46875,0.6382978723404256,60-68-0-96,1
2,2022-11-13 07:22:12.064,0.08994817,0.9966931216931217,0.9963534361851333,0.9971925884334645,3552-13-7-2476,0.26684144,1.0,1.0,1.0,128-0-0-96,47
3,2022-11-13 07:23:34.507,0.08367902,0.9833002645502645,0.9831697054698457,0.9857966530727044,3505-60-41-2442,0.5587931,0.48660714285714285,0.1015625,0.18439716312056736,13-115-0-96,0
4,2022-11-13 07:24:57.134,0.07365518,0.9945436507936508,0.9943899018232819,0.9953671205952549,3545-20-13-2470,0.669726,0.45535714285714285,0.046875,0.08955223880597014,6-122-0-96,0
5,2022-11-13 07:26:19.892,0.06376717,0.9986772486772487,0.9977559607293127,0.9988767200224655,3557-8-0-2483,0.5360283,1.0,1.0,1.0,128-0-0-96,49
6,2022-11-13 07:28:32.737,0.056164455,0.9995039682539683,0.9997194950911641,0.9995793016407236,3564-1-2-2481,0.44679406,1.0,1.0,1.0,128-0-0-96,49
7,2022-11-13 07:30:45.586,0.05083941,0.9996693121693122,0.9997194950911641,0.9997194950911641,3564-1-1-2482,0.39089954,0.9776785714285714,0.9921875,0.9806949806949806,127-1-4-92,47
8,2022-11-13 07:32:08.305,0.052062705,0.9872685185185185,0.988218793828892,0.9891899480555945,3523-42-35-2448,0.4684805,0.48660714285714285,0.1015625,0.18439716312056736,13-115-0-96,2
9,2022-11-13 07:33:31.087,0.04964792,0.9965277777777778,0.9960729312762974,0.9970518040151621,3551-14-7-2476,0.4167963,1.0,1.0,1.0,128-0-0-96,45
10,2022-11-13 07:34:53.874,0.046434198,0.9995039682539683,0.9991584852734923,0.9995790655254665,3562-3-0-2483,0.37549195,1.0,1.0,1.0,128-0-0-96,46
11,2022-11-13 07:36:16.631,0.04363583,0.9996693121693122,0.9997194950911641,0.9997194950911641,3564-1-1-2482,0.3415197,1.0,1.0,1.0,128-0-0-96,49
12,2022-11-13 07:38:29.751,0.04118694,1.0,1.0,1.0,3565-0-0-2483,0.31317288,1.0,1.0,1.0,128-0-0-96,49
13,2022-11-13 07:40:43.158,0.03905102,1.0,1.0,1.0,3565-0-0-2483,0.28913233,1.0,1.0,1.0,128-0-0-96,49
14,2022-11-13 07:42:57.322,0.037223868,1.0,1.0,1.0,3565-0-0-2483,0.26850277,1.0,1.0,1.0,128-0-0-96,49
15,2022-11-13 07:45:10.663,0.03561182,1.0,1.0,1.0,3565-0-0-2483,0.25289953,0.9955357142857143,0.9921875,0.996078431372549,127-1-0-96,42
16,2022-11-13 07:46:33.254,0.037606534,0.9836309523809523,0.9851332398316971,0.9861013617857646,3512-53-46-2437,0.25761107,0.8526785714285714,0.7578125,0.854625550660793,97-31-2-94,15
17,2022-11-13 07:47:55.928,0.036975563,0.998181216931217,0.9985974754558204,0.9984574393493199,3560-5-6-2477,0.2925631,0.65625,0.3984375,0.5698324022346368,51-77-0-96,0
18,2022-11-13 07:49:18.670,0.03638924,0.9971891534391535,0.9969144460028051,0.9976140350877194,3554-11-6-2477,0.29608753,0.7678571428571429,0.9921875,0.8300653594771242,127-1-51-45,49
19,2022-11-13 07:50:41.416,0.035734907,0.9973544973544973,0.9974754558204768,0.9977553310886644,3556-9-7-2476,0.28082994,1.0,1.0,1.0,128-0-0-96,48
20,2022-11-13 07:52:04.108,0.03478878,0.9996693121693122,0.9997194950911641,0.9997194950911641,3564-1-1-2482,0.26680106,1.0,1.0,1.0,128-0-0-96,44
21,2022-11-13 07:53:26.919,0.033823494,0.999834656084656,0.9997194950911641,0.9998597278720718,3564-1-0-2483,0.2541007,1.0,1.0,1.0,128-0-0-96,48
22,2022-11-13 07:55:40.530,0.032939207,0.999834656084656,1.0,0.9998597672135745,3565-0-1-2482,0.3116334,0.42857142857142855,0.0,0.0,0-128-0-96,0
23,2022-11-13 07:57:03.136,0.0321416,0.9996693121693122,0.9997194950911641,0.9997194950911641,3564-1-1-2482,0.33090943,0.5178571428571429,0.15625,0.2702702702702703,20-108-0-96,1
24,2022-11-13 07:58:25.726,0.0315273,0.9995039682539683,0.9997194950911641,0.9995793016407236,3564-1-2-2481,0.3382047,0.7544642857142857,0.9453125,0.8148148148148149,121-7-48-48,26
