epoch,timestamp,train_loss,train_accuracy,train_recall,train_f1,"train_matrix(tp, fn, fp, tn)",val_loss,val_accuracy,val_recall,val_f1,"val_matrix(tp, fn, fp, tn)",val2
1,2022-10-25 01:00:44.254,0.2041293,0.9232804232804233,0.9393853961093882,0.9349046015712683,3332-215-249-2252,0.6688442,0.5892857142857143,0.9848484848484849,0.7386363636363638,130-2-90-2,50
2,2022-10-25 01:01:50.169,0.17557327,0.9540343915343915,0.9709613758105441,0.9612056935528887,3444-103-175-2326,0.33783796,1.0,1.0,1.0,132-0-0-92,34
3,2022-10-25 01:02:34.691,0.15595485,0.9639550264550265,0.9822385114180998,0.9696632340662399,3484-63-155-2346,0.23383257,0.9955357142857143,0.9924242424242424,0.9961977186311787,131-1-0-92,38
4,2022-10-25 01:03:19.165,0.13712204,0.9755291005291006,0.9901325063433888,0.9793641940881204,3512-35-113-2388,0.1768092,1.0,1.0,1.0,132-0-0-92,42
5,2022-10-25 01:04:03.743,0.13496225,0.9611441798941799,0.9785734423456443,0.9672565138637313,3471-76-159-2342,0.16850853,0.9642857142857143,0.9393939393939394,0.96875,124-8-0-92,15
6,2022-10-25 01:04:48.359,0.13086806,0.9634589947089947,0.9768818720045108,0.9690952314361628,3465-82-139-2362,0.14944747,0.9866071428571429,0.9772727272727273,0.9885057471264368,129-3-0-92,18
7,2022-10-25 01:05:32.954,0.12504606,0.96875,0.981674654637722,0.9735775199217112,3482-65-124-2377,0.13013656,0.9955357142857143,0.9924242424242424,0.9961977186311787,131-1-0-92,35
8,2022-10-25 01:06:17.638,0.11711634,0.9765211640211641,0.9909782915139554,0.9802007808142778,3515-32-110-2391,0.11534468,0.9955357142857143,1.0,0.9962264150943396,132-0-1-91,46
9,2022-10-25 01:07:02.318,0.10912056,0.9793320105820106,0.9935156470256555,0.9825735396626238,3524-23-102-2399,0.10267335,1.0,1.0,1.0,132-0-0-92,40
10,2022-10-25 01:07:46.980,0.10811936,0.9656084656084656,0.9811107978573442,0.9709821428571429,3480-67-141-2360,0.09439834,0.9955357142857143,0.9924242424242424,0.9961977186311787,131-1-0-92,28
11,2022-10-25 01:08:31.601,0.10710925,0.9657738095238095,0.9808288694671553,0.971109560362875,3479-68-139-2362,0.116261505,0.7946428571428571,1.0,0.8516129032258065,132-0-46-46,49
12,2022-10-25 01:09:36.977,0.10408465,0.9742063492063492,0.9881590076120665,0.978230533072844,3505-42-114-2387,0.109075375,0.9910714285714286,1.0,0.9924812030075187,132-0-2-90,41
13,2022-10-25 01:10:21.740,0.10127428,0.9766865079365079,0.9915421482943333,0.9803484320557492,3517-30-111-2390,0.109055005,0.9910714285714286,1.0,0.9924812030075187,132-0-2-90,43
14,2022-10-25 01:11:06.455,0.09833296,0.9743716931216931,0.9875951508316888,0.9783549783549783,3503-44-111-2390,0.10266173,1.0,1.0,1.0,132-0-0-92,44
15,2022-10-25 01:11:51.209,0.095206104,0.9768518518518519,0.9906963631237665,0.98046875,3514-33-107-2394,0.098205276,1.0,1.0,1.0,132-0-0-92,46
16,2022-10-25 01:12:35.803,0.09155504,0.980489417989418,0.9960530025373555,0.9835746102449888,3533-14-104-2397,0.0920824,1.0,1.0,1.0,132-0-0-92,47
17,2022-10-25 01:13:20.478,0.08802013,0.9806547619047619,0.9963349309275444,0.9837160751565762,3534-13-104-2397,0.086672634,1.0,1.0,1.0,132-0-0-92,47
18,2022-10-25 01:14:04.996,0.084723115,0.9809854497354498,0.9952072173667889,0.9839721254355401,3530-17-98-2403,0.08186024,1.0,1.0,1.0,132-0-0-92,47
19,2022-10-25 01:14:49.492,0.08170306,0.9809854497354498,0.9949252889765999,0.9839676564896138,3529-18-97-2404,0.07755393,1.0,1.0,1.0,132-0-0-92,47
20,2022-10-25 01:15:34.118,0.08088606,0.9664351851851852,0.9805469410769665,0.9716440843693254,3478-69-134-2367,0.13033931,0.8035714285714286,1.0,0.8571428571428571,132-0-44-48,39
21,2022-10-25 01:16:18.835,0.082633324,0.9636243386243386,0.9746264448829998,0.9691617605831231,3457-90-130-2371,0.12643343,0.9866071428571429,0.9772727272727273,0.9885057471264368,129-3-0-92,23
22,2022-10-25 01:17:03.572,0.083298154,0.966765873015873,0.9825204398082887,0.9719704364802677,3485-62-139-2362,0.12200373,0.9910714285714286,0.9848484848484849,0.9923664122137404,130-2-0-92,31
23,2022-10-25 01:17:48.325,0.08256093,0.9755291005291006,0.9890047927826332,0.9793411501954216,3508-39-109-2392,0.12648728,0.9910714285714286,1.0,0.9924812030075187,132-0-2-90,46
24,2022-10-25 01:18:33.059,0.081590675,0.9758597883597884,0.9909782915139554,0.979654403567447,3515-32-114-2387,0.1212603,1.0,1.0,1.0,132-0-0-92,45
25,2022-10-25 01:19:17.840,0.080398805,0.9768518518518519,0.9912602199041444,0.9804796430563302,3516-31-109-2392,0.11652163,1.0,1.0,1.0,132-0-0-92,47
26,2022-10-25 01:20:02.596,0.07937373,0.9747023809523809,0.9892867211728221,0.9786640635894575,3509-38-115-2386,0.11836098,0.9955357142857143,1.0,0.9962264150943396,132-0-1-91,30
27,2022-10-25 01:20:47.305,0.07824646,0.9768518518518519,0.992106005074711,0.9804959598774032,3519-28-112-2389,0.115223326,0.9910714285714286,0.9848484848484849,0.9923664122137404,130-2-0-92,28
28,2022-10-25 01:21:32.095,0.076880716,0.9786706349206349,0.9949252889765999,0.9820509252817586,3529-18-111-2390,0.11232767,0.9910714285714286,0.9848484848484849,0.9923664122137404,130-2-0-92,34
29,2022-10-25 01:22:16.769,0.07541145,0.9808201058201058,0.9966168593177333,0.9838575006957974,3535-12-104-2397,0.10845545,1.0,1.0,1.0,132-0-0-92,45
30,2022-10-25 01:23:01.423,0.073936775,0.9813161375661376,0.9974626444883,0.9842815412435666,3538-9-104-2397,0.1049376,1.0,1.0,1.0,132-0-0-92,43
31,2022-10-25 01:23:45.968,0.07266316,0.980489417989418,0.9960530025373555,0.9835746102449888,3533-14-104-2397,0.101556495,1.0,1.0,1.0,132-0-0-92,45
32,2022-10-25 01:24:30.550,0.07131816,0.9808201058201058,0.9963349309275444,0.9838530066815144,3534-13-103-2398,0.09838344,1.0,1.0,1.0,132-0-0-92,44
33,2022-10-25 01:25:15.162,0.06995683,0.9821428571428571,0.9994361432196223,0.9849958321756044,3545-2-106-2395,0.09540227,1.0,1.0,1.0,132-0-0-92,44
34,2022-10-25 01:25:59.612,0.068656296,0.9816468253968254,0.9988722864392444,0.9845769070446019,3543-4-107-2394,0.09259657,1.0,1.0,1.0,132-0-0-92,44
35,2022-10-25 01:26:44.077,0.06742195,0.982308201058201,0.9985903580490555,0.9851202892504519,3542-5-102-2399,0.08995102,1.0,1.0,1.0,132-0-0-92,47
36,2022-10-25 01:27:28.485,0.066257,0.982308201058201,0.9980265012686778,0.9851120077918465,3540-7-100-2401,0.08745256,1.0,1.0,1.0,132-0-0-92,46
37,2022-10-25 01:28:12.881,0.06514311,0.9828042328042328,0.9985903580490555,0.9855314412910406,3542-5-99-2402,0.08508902,1.0,1.0,1.0,132-0-0-92,45
38,2022-10-25 01:28:57.285,0.064084515,0.9826388888888888,0.9980265012686778,0.9853862212943633,3540-7-98-2403,0.08284985,1.0,1.0,1.0,132-0-0-92,46
39,2022-10-25 01:29:41.728,0.0630785,0.9826388888888888,0.9971807160981111,0.985374007521939,3537-10-95-2406,0.08072552,1.0,1.0,1.0,132-0-0-92,46
40,2022-10-25 01:30:26.183,0.06212012,0.982308201058201,0.9963349309275444,0.9850871080139372,3534-13-94-2407,0.0787074,1.0,1.0,1.0,132-0-0-92,46
41,2022-10-25 01:31:10.683,0.061208133,0.982473544973545,0.9963349309275444,0.9852244215221634,3534-13-93-2408,0.07678772,1.0,1.0,1.0,132-0-0-92,46
42,2022-10-25 01:31:55.259,0.06214453,0.964781746031746,0.9751903016633775,0.9701304164913758,3459-88-125-2376,0.075224146,1.0,1.0,1.0,132-0-0-92,37
43,2022-10-25 01:32:39.801,0.061983988,0.9771825396825397,0.9906963631237665,0.980742394641362,3514-33-105-2396,0.07362784,1.0,1.0,1.0,132-0-0-92,44
44,2022-10-25 01:33:24.278,0.061497748,0.980489417989418,0.9943614321962222,0.9835471277189068,3527-20-98-2403,0.07289159,0.9955357142857143,1.0,0.9962264150943396,132-0-1-91,35
